Issue Title,Issue Description,Pull Number,Pull Description
"Load into M2E, update to Java 7","The changes fall into a few categories:
1) top level pom has a few updates to update the source/target to 1.7 to make the rest of this actually work
2) Update the lifecycle-mapping stuff to actually run some of the plugins so that code is properly generated
3) Change from the jaxb-maven-plugin to CXF's xjc-plugin (which works with java8 without the system property hack).  CXF's xjc-plugin has the lifecycle stuff built in.
4) Add build-helper plugin to make sure the generated dirs are added all the time so that m2e picks them up.

With the changes, you can git clone a clean activemq and pull it directly into eclipse (providing you have all the scala stuff installed), do a quick Maven -> Refresh Projects (not sure why that is needed), and it all builds without any errors.
",32,"The changes fall into a few categories:
1) top level pom has a few updates to update the source/target to 1.7 to make the rest of this actually work
2) Update the lifecycle-mapping stuff to actually run some of the plugins so that code is properly generated
3) Change from the jaxb-maven-plugin to CXF's xjc-plugin (which works with java8 without the system property hack).  CXF's xjc-plugin has the lifecycle stuff built in.
4) Add build-helper plugin to make sure the generated dirs are added all the time so that m2e picks them up.

With the changes, you can git clone a clean activemq and pull it directly into eclipse (providing you have all the scala stuff installed), do a quick Maven -> Refresh Projects (not sure why that is needed), and it all builds without any errors.
"
AMQ-5265 - fix race condition for task,"AMQ-5265 - fix race condition for task in MBeanBridgeDestination for running the purgeInactiveDestinationViewTask and the execution of onOutboundMessage and onInboundMessage
",31,"AMQ-5265 - fix race condition for task in MBeanBridgeDestination for running the purgeInactiveDestinationViewTask and the execution of onOutboundMessage and onInboundMessage
"
Escape message properties tooltip in web console,,30,
Wrap Zookeeper bundle,"ActiveMQ 5.10.0 fails with a class not found error when the zookeeper bundle is deployed as part of the activemq-client feature installation.

The Zookeeper bundle was wrapped in the features.xml in 5.9.1 but this seems to have been lost when the features were split into features-core & features.
",29,"ActiveMQ 5.10.0 fails with a class not found error when the zookeeper bundle is deployed as part of the activemq-client feature installation.

The Zookeeper bundle was wrapped in the features.xml in 5.9.1 but this seems to have been lost when the features were split into features-core & features.
"
https://issues.apache.org/jira/browse/AMQ-4848 - added NetworkConnectors...,"Fixed activemq:list command and it now displays the following output in karaf:

``` javascript
JBossA-MQ:karaf@root> activemq:list



TransportConnectors = {openwire=tcp://localhost:38009?maximumConnections=1000}
BrokerName = amq-broker





TransportConnectors = {openwire=tcp://localhost:61616?maximumConnections=1000}
BrokerName = amq
```
",28,"Fixed activemq:list command and it now displays the following output in karaf:

``` javascript
JBossA-MQ:karaf@root> activemq:list



TransportConnectors = {openwire=tcp://localhost:38009?maximumConnections=1000}
BrokerName = amq-broker





TransportConnectors = {openwire=tcp://localhost:61616?maximumConnections=1000}
BrokerName = amq
```
"
AMQ-5167 ActiveMQ web-cosole fails to start in Karaf - missing import,,27,
AMQ-5167 ActiveMQ web-cosole fails to start in Karaf - missing import,,26,
AMQ-5167 ActiveMQ web-cosole fails to start in Karaf - missing import,,25,
Fixed AMQ-5187 added support for virtual destination subscription recovery,"This patch adds support for applying subscription recovery policy to mapped Queues for virtual destinations. This is a MUST for mapping MQTT retained messages from Virtual/Composite Topics to mapped Queues. 

Since it depends on AMQ-5160, it Includes commits from https://github.com/apache/activemq/pull/22. 
",24,"This patch adds support for applying subscription recovery policy to mapped Queues for virtual destinations. This is a MUST for mapping MQTT retained messages from Virtual/Composite Topics to mapped Queues. 

Since it depends on AMQ-5160, it Includes commits from https://github.com/apache/activemq/pull/22. 
"
Add Jetty host property to resolve URL message,,23,
"Fix for AMQ-5160, resolves retained messages using subscription recovery policy, includes fixes for durable subscription recovery policy, MQTT unsubscribe for QoS != 0","...bscription recovery policy, but fails to resend retained messages for duplicate subscriptions
",22,"...bscription recovery policy, but fails to resend retained messages for duplicate subscriptions
"
"Fix for AMQ-5160, add support for wildcard destination authorization for Retained Messages",,21,
AMQ-4945 : IllegalArgumentException When No Destination Specified On Adm...,"Description of problem:

This is a UI issue.
If I click the 'CREATE' queue button on the screen at '/admin/queues.jsp' it throws an exception, instead of simply putting out a message that a queue destination/name is required.

Jira issue:
https://issues.apache.org/jira/browse/AMQ-4945
",20,"Description of problem:

This is a UI issue.
If I click the 'CREATE' queue button on the screen at '/admin/queues.jsp' it throws an exception, instead of simply putting out a message that a queue destination/name is required.

Jira issue:
https://issues.apache.org/jira/browse/AMQ-4945
"
Added close destroy-method to Postgres data source. ,"Example config crashed and burned on master-slave failover when master lost network connectivity - took down VM.
",19,"Example config crashed and burned on master-slave failover when master lost network connectivity - took down VM.
"
Fix for AMQ-5116.  Deprecated batchStatment and added batchStatement.,"Added deprecation warnings in the log for those using the misspelled
version.  Both versions will set batchStatement for now.
",18,"Added deprecation warnings in the log for those using the misspelled
version.  Both versions will set batchStatement for now.
"
AMQ-5106 fix: unable to build trunk from scratch due to missing dependency (eclipse:eclipse),"This will fix the issue:

https://issues.apache.org/jira/browse/AMQ-5106
",17,"This will fix the issue:

https://issues.apache.org/jira/browse/AMQ-5106
"
Add paging of messages to the webconsole when viewing a deep queue. When queue depth is deep OOM issue occurs,"Fix for the following use:

https://issues.apache.org/jira/browse/AMQ-5024

Currently we have an OOM problem when we browse the queue. I know that the sitemesh was also another problem and was removed by Daniel.  This pagination will make it possible for users to view their JMS messages in queue no matter how deep the queue depth is.
",16,"Fix for the following use:

https://issues.apache.org/jira/browse/AMQ-5024

Currently we have an OOM problem when we browse the queue. I know that the sitemesh was also another problem and was removed by Daniel.  This pagination will make it possible for users to view their JMS messages in queue no matter how deep the queue depth is.
"
AMQ-5033: webconsole url and html encoding missing,,15,
Couple of easy fixes for web console,,14,
[AMQ-5027] Get mvn eclipse:eclipse work for the leveldb stuff,,13,
Remove sitemesh/activemq-all,"Remove the now unused sitemesh jar from the war/assembly.  Also remove the activemq-all jar and use the little jars that are actually needed.
",12,"Remove the now unused sitemesh jar from the war/assembly.  Also remove the activemq-all jar and use the little jars that are actually needed.
"
Changes to support paged web retrieval of messages.,,11,
[AMQ-4994] Remove site-mesh,"This pull request will remove SiteMesh from the war.   This solves the immediate OOM problem by allowing the information to stream directly back to the client without buffering in memory.   Since this removes the filter, this also provides the same benefit to other pages such as if there are 200K queues or similar.

Also, without the buffering and transform, generating the pages is very slightly faster.  
",10,"This pull request will remove SiteMesh from the war.   This solves the immediate OOM problem by allowing the information to stream directly back to the client without buffering in memory.   Since this removes the filter, this also provides the same benefit to other pages such as if there are 200K queues or similar.

Also, without the buffering and transform, generating the pages is very slightly faster.  
"
https://issues.apache.org/jira/browse/AMQ-3452,"```
As well as https://issues.apache.org/jira/browse/AMQ-4509

Add Maven plugin goal to stop the ActiveMQ broker
```
",9,"```
As well as https://issues.apache.org/jira/browse/AMQ-4509

Add Maven plugin goal to stop the ActiveMQ broker
```
"
Add a stop goal to the ActiveMQ Maven plugin.,"Requested by 
https://issues.apache.org/jira/browse/AMQ-3452
and
https://issues.apache.org/jira/browse/AMQ-4509.
",8,"Requested by 
https://issues.apache.org/jira/browse/AMQ-3452
and
https://issues.apache.org/jira/browse/AMQ-4509.
"
Activemq 5.5.1.1,"Branched out of the 5.5.1 tag.

Adds a ""stop"" goal to the ActiveMQ Maven plugin for stopping the broker service on demand, requested by:
https://issues.apache.org/jira/browse/AMQ-3452
https://issues.apache.org/jira/browse/AMQ-4509
",7,"Branched out of the 5.5.1 tag.

Adds a ""stop"" goal to the ActiveMQ Maven plugin for stopping the broker service on demand, requested by:
https://issues.apache.org/jira/browse/AMQ-3452
https://issues.apache.org/jira/browse/AMQ-4509
"
Remove hawt.io console and restore back to just the old console,"This should remove the hawt.io console and put things back to just having the older web console.  Thus, we should be able to get a 5.9.1 shortly.
",6,"This should remove the hawt.io console and put things back to just having the older web console.  Thus, we should be able to get a 5.9.1 shortly.
"
add ClientIdFilterDispatchPolicy,"ClientIdFilterDispatchPolicy dispatches messages in a topic to a given
client. Then the message with a ""PTP_CLIENTID"" property, can be received
by a mqtt client with the same clientId.
",5,"ClientIdFilterDispatchPolicy dispatches messages in a topic to a given
client. Then the message with a ""PTP_CLIENTID"" property, can be received
by a mqtt client with the same clientId.
"
Fix for scala library not resolvable in Servicemix Version.,"Hi, 

with Active MQ 5.9.0 and 5.10-SNAPSHOT I was encountering a problem when I tried to install the activemq-blueprint feature into a Karaf 2.3.3 container. 

The error message was 
Error executing command: URL [mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.scala-library/2.9.1_3] could not be resolved

My container was able to resolve all other bundles from maven central, this was the only one failing. I made the changes in this pull request and the feature was installing fine and I was able to create a broker and use it. 

Best regards
Andreas
",4,"Hi, 

with Active MQ 5.9.0 and 5.10-SNAPSHOT I was encountering a problem when I tried to install the activemq-blueprint feature into a Karaf 2.3.3 container. 

The error message was 
Error executing command: URL [mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.scala-library/2.9.1_3] could not be resolved

My container was able to resolve all other bundles from maven central, this was the only one failing. I made the changes in this pull request and the feature was installing fine and I was able to create a broker and use it. 

Best regards
Andreas
"
fix typo,,3,
AMQ-4414 - Combine windows and unix distros,,2,
Logging broker plugin,"Introduced new flag logSessionEvents for LoggingBrokerPlugin to have more control what to log, because by default logConnectionEvents is generating log also for sessions and its to verbose if you want to monitor only connection events 
",1,"Introduced new flag logSessionEvents for LoggingBrokerPlugin to have more control what to log, because by default logConnectionEvents is generating log also for sessions and its to verbose if you want to monitor only connection events 
"
